name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Hyundai i20 Active 1.4 S,2018,50000,Diesel,Individual,Manual,Second Owner,21.1,1396.0,88.73,5.0,219.66,2125.0,720000
Hyundai i10 Era,2012,20000,Petrol,Individual,Manual,Third Owner,19.8,1086.0,68.05,5.0,99.04,4500.0,265000
Maruti Alto LX BSIII,2010,90000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,135000
Ford Figo 1.5D Ambiente MT,2016,70000,Diesel,Individual,Manual,Second Owner,25.8,1498.0,99.0,5.0,215.0,2375.0,350000
Maruti Swift 1.3 VXi,2008,80000,Petrol,Individual,Manual,Second Owner,,,,,,,200000
Chevrolet Enjoy 1.3 TCDi LS 8,2016,80000,Diesel,Individual,Manual,First Owner,18.0,1248.0,73.74,8.0,172.5,1750.0,490000
Hyundai Verna 1.6 SX,2012,72000,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,450000
Mahindra Scorpio 1.99 S8,2016,50000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,950000
Maruti Swift Dzire ZXi,2012,90000,Petrol,Individual,Manual,Second Owner,17.0,1298.0,85.8,5.0,114.0,4000.0,355000
Hyundai Elite i20 Petrol Asta,2019,17000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.86,5.0,114.73,4000.0,700000
Mahindra Scorpio VLX 2WD BSIII,2012,70000,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,459999
Maruti Alto LX BSIII,2006,60000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,85000
Maruti Alto 800 LX,2016,15000,Petrol,Individual,Manual,First Owner,22.7,796.0,47.3,5.0,69.0,3500.0,290000
Honda WR-V i-DTEC VX,2019,72000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,1000000
Tata Indica V2 LSi,2008,25000,Petrol,Individual,Manual,Second Owner,16.8,1193.0,64.4,5.0,99.8,2700.0,85000
Maruti Alto LXI,2003,114000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,65000
Honda City 1.5 EXI,2005,120000,Petrol,Individual,Manual,First Owner,13.0,1493.0,100.0,5.0,128.46711499999998,4600.0,75000
Skoda Octavia Ambiente 1.9 TDI MT,2003,250000,Diesel,Individual,Manual,Second Owner,18.0,1896.0,66.0,5.0,210.0,1900.0,100000
Tata Indica Vista Terra 1.4 TDI,2009,55768,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,170000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,40000,Petrol,Individual,Automatic,First Owner,18.0,1197.0,81.86,5.0,113.75,4000.0,525000
Maruti Wagon R LXI,2020,70000,Petrol,Individual,Manual,Second Owner,21.7,998.0,67.05,5.0,90.0,3500.0,265000
Tata Tigor 1.2 Revotron XZ,2018,50000,Petrol,Individual,Manual,First Owner,20.0,1199.0,84.0,5.0,114.0,3500.0,459999
Maruti Alto K10 VXI,2017,20000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,250000
Maruti Swift Dzire VDI,2013,70000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,395000
Hyundai Grand i10 Asta Option,2014,60000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,375000
Tata Indica Vista Aqua 1.4 TDI,2009,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,71.0,5.0,135.0,2500.0,120000
Maruti Ritz VDi,2011,110000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.9,5.0,113.0,4500.0,290000
Tata Tiago 1.2 Revotron XZ,2017,60000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,409999
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,30000,Petrol,Individual,Manual,First Owner,16.0,995.0,63.0,5.0,90.3,4200.0,200000
Skoda Rapid 1.5 TDI Ambition BSIV,2018,35000,Diesel,Individual,Manual,First Owner,21.1,1498.0,108.6,5.0,250.0,2000.0,900000
Maruti 800 Std,2003,50000,Petrol,Individual,Manual,Third Owner,16.0,796.0,37.0,4.0,59.0,2500.0,50000
Renault Duster 110PS Diesel RxZ,2012,100000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,450000
Mahindra XUV500 W8 4WD,2012,80000,Diesel,Individual,Manual,Third Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,650000
Volkswagen CrossPolo 1.5 TDI,2014,84000,Diesel,Individual,Manual,Second Owner,20.1,1498.0,88.5,5.0,230.0,2000.0,300000
Ford Fiesta 1.5 TDCi Ambiente,2014,60000,Diesel,Individual,Manual,First Owner,25.0,1498.0,89.75,5.0,204.0,2375.0,425000
Maruti Zen VXI,1998,50000,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,5.0,78.0,4500.0,55000
Hyundai i10 Magna 1.2 iTech SE,2011,60000,Petrol,Individual,Manual,Second Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,200000
Mahindra XUV500 W10 2WD,2015,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330.0,2200.0,975000
Mahindra Bolero 2011-2019 SLX,2013,70000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,450000
Mahindra Bolero 2011-2019 ZLX,2014,82500,Diesel,Individual,Manual,Second Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,600000
Mahindra Bolero 2011-2019 Plus AC,2014,76000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,9.0,195.0,1820.0,550000
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2011,87000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,190.0,1750.0,180000
Mahindra Xylo E4,2010,120000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,260.0,2000.0,300000
Tata Zest Revotron 1.2T XM,2016,70000,Petrol,Individual,Manual,Second Owner,17.5,1193.0,88.7,5.0,140.0,2750.0,350000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,188000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,88.8,5.0,200.0,2375.0,200000
Chevrolet Enjoy TCDi LS 8 Seater,2014,120000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,73.8,8.0,172.5,1750.0,350000
Honda City i VTEC V,2015,80000,Petrol,Individual,Manual,First Owner,17.0,1497.0,117.3,5.0,145.0,4600.0,650000
Hyundai i10 Magna,2010,123278,Petrol,Individual,Manual,Second Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,150000
Ford Figo Diesel Titanium,2012,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,220000
Ford Figo Diesel Celebration Edition,2013,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,160.0,2000.0,250000
Mahindra XUV500 W8 AWD,2015,65000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,1050000
Jaguar XF 2.2 Litre Luxury,2015,70000,Diesel,Individual,Automatic,Second Owner,16.3,2179.0,187.7,5.0,450.0,2000.0,3000000
Tata New Safari DICOR 2.2 LX 4x2,2012,90000,Diesel,Individual,Manual,Third Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,200000
Hyundai EON Era Plus,2018,33000,Petrol,Individual,Manual,First Owner,21.0,814.0,55.2,5.0,74.5,4000.0,299000
Maruti Alto 800 LXI,2015,26500,Petrol,Individual,Manual,First Owner,22.7,796.0,47.3,5.0,69.0,3500.0,250000
Hyundai Santro Xing GLS,2011,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,140000
Maruti Swift Dzire VDI,2013,70000,Diesel,Individual,Manual,Third Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,360000
Datsun GO A,2015,80000,Petrol,Individual,Manual,First Owner,20.6,1198.0,67.06,5.0,104.0,4000.0,210000
Hyundai i20 1.4 Sportz,2017,60000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,600000
Skoda Fabia 1.2L Diesel Ambiente,2011,100000,Diesel,Individual,Manual,First Owner,19.0,1199.0,75.0,5.0,180.0,2000.0,210000
Volkswagen Vento Diesel Comfortline,2011,80000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,300000
Hyundai Grand i10 Asta,2016,35000,Petrol,Individual,Manual,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,450000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,10000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.86,5.0,113.75,4000.0,550000
Tata Indica Vista Aura 1.3 Quadrajet (ABS),2011,80000,Diesel,Individual,Manual,First Owner,18.0,1248.0,75.0,5.0,190.0,1750.0,100000
Hyundai EON Era Plus,2012,50000,Petrol,Individual,Manual,Second Owner,21.0,814.0,55.2,5.0,74.5,4000.0,185000
Maruti Wagon R LX BSIII,2006,90000,Petrol,Individual,Manual,Second Owner,17.0,1061.0,64.0,5.0,84.33718999999999,3500.0,80000
Maruti Alto 800 VXI,2017,80000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,295000
Renault KWID Climber 1.0 MT,2017,25000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,360000
Maruti Alto K10 2010-2014 VXI,2014,70000,Petrol,Individual,Manual,First Owner,20.9,998.0,67.1,5.0,90.0,3500.0,210000
Hyundai Elite i20 Petrol CVT Magna Executive,2019,80000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.86,5.0,114.73,4000.0,585000
Volkswagen Polo Select 1.5 TDI Highline,2016,50000,Diesel,Individual,Manual,First Owner,20.1,1498.0,88.7,5.0,230.0,2000.0,560000
Honda City i DTEC S,2015,70000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,200.0,1750.0,600000
Datsun GO T BSIV,2017,60000,Petrol,Individual,Manual,First Owner,20.6,1198.0,67.0,5.0,104.0,4000.0,330000
Toyota Etios Diesel TRD Sportivo,2012,90000,Diesel,Individual,Manual,First Owner,23.5,1364.0,67.1,5.0,170.0,2100.0,300000
Tata Nexon 1.2 Revotron XM,2018,28000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,170.0,2875.0,650000
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,20000,Petrol,Individual,Automatic,First Owner,17.0,1197.0,81.86,5.0,117.0,4000.0,695000
Hyundai Grand i10 CRDi Magna,2014,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,300000
Tata New Safari DICOR 2.2 EX 4x2,2010,70000,Diesel,Individual,Manual,Second Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,185000
Chevrolet Sail Hatchback LT ABS,2013,80000,Diesel,Individual,Manual,First Owner,22.0,1248.0,76.9,5.0,205.0,1750.0,200000
Maruti Wagon R LXI CNG Optional,2019,35000,CNG,Individual,Manual,First Owner,19.950000000000003,998.0,58.16,5.0,77.0,3500.0,459999
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,60000,Diesel,Individual,Manual,First Owner,21.0,1497.0,108.5,5.0,260.0,2125.0,860000
Tata Tiago 1.2 Revotron XE,2018,20000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,400000
Maruti Ritz VDi,2013,142000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,73.94,5.0,190.0,2000.0,240000
Maruti Swift Dzire ZDI,2015,72000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,570000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,90000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,850000
Ford Figo Diesel Titanium,2011,80000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,155000
Hyundai i20 1.4 CRDi Asta,2011,125000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,219.66895999999997,2250.0,270000
Maruti Ciaz ZXi Plus,2015,33000,Petrol,Individual,Manual,First Owner,20.7,1373.0,91.1,5.0,130.0,4000.0,610000
Hyundai Creta 1.6 CRDi SX Option,2015,50000,Diesel,Individual,Manual,First Owner,19.6,1582.0,126.2,5.0,259.9,2325.0,1000000
Mahindra Scorpio LX,2012,120000,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,9.0,290.0,2300.0,450000
Hyundai Xcent 1.2 CRDi E,2018,35000,Diesel,Individual,Manual,First Owner,25.0,1186.0,73.97,5.0,190.25,2000.0,500000
Honda Amaze S Diesel BSIV,2018,43000,Diesel,Individual,Manual,First Owner,27.0,1498.0,98.63,5.0,200.0,1750.0,700000
Maruti Alto LXi,2007,60000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,135000
Mahindra Scorpio LX,2012,148000,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,9.0,290.0,2300.0,430000
Hyundai Verna 1.6 SX CRDi (O),2014,70000,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,625000
Nissan Sunny XL,2011,96000,Petrol,Individual,Manual,First Owner,16.9,1498.0,97.7,5.0,134.0,4000.0,280000
Mahindra Scorpio 1.99 S6 Plus,2015,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,800000
Maruti Ignis 1.2 Alpha BSIV,2017,18484,Petrol,Individual,Manual,First Owner,20.8,1197.0,81.8,5.0,113.0,4200.0,620000
Tata Safari DICOR 2.2 EX 4x2,2011,70000,Diesel,Individual,Manual,First Owner,13.9,2179.0,138.03,7.0,320.0,2200.0,300000
Maruti Alto LX,2010,25000,Petrol,Individual,Manual,Second Owner,19.0,796.0,46.3,5.0,62.0,3000.0,180000
Volkswagen Polo Diesel Highline 1.2L,2013,120000,Diesel,Individual,Manual,Third Owner,22.0,1199.0,73.9,5.0,180.0,2000.0,250000
Ford EcoSport 1.5 Petrol Titanium BSIV,2019,10000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,121.31,5.0,150.0,4500.0,885000
Mahindra KUV 100 D75 K8,2020,60000,Diesel,Individual,Manual,First Owner,25.3,1198.0,77.0,6.0,190.0,2000.0,550000
Hyundai Santro Xing GLS,2013,65000,Petrol,Individual,Manual,First Owner,17.9,1086.0,62.1,5.0,96.1,3000.0,180000
Maruti Estilo LXI,2010,27000,Petrol,Individual,Manual,First Owner,,,,,,,200000
Hyundai i20 Sportz 1.4 CRDi,2012,50000,Diesel,Individual,Manual,Second Owner,21.0,1396.0,88.76,5.0,219.6,2250.0,380000
Tata Tiago NRG Petrol AMT,2019,2560,Petrol,Individual,Automatic,First Owner,24.0,1199.0,83.81,5.0,114.0,3500.0,520000
Maruti Wagon R VXI BS IV,2016,80000,Petrol,Individual,Manual,Second Owner,20.5,998.0,67.04,5.0,90.0,3500.0,330000
Maruti 800 DX,1999,50000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,40000
Chevrolet Enjoy TCDi LS 8 Seater,2015,120000,Diesel,Individual,Manual,First Owner,18.0,1248.0,73.8,8.0,172.5,1750.0,370000
Honda City V MT,2009,120000,Petrol,Individual,Manual,Second Owner,16.0,1497.0,116.3,5.0,146.0,4800.0,290000
Hyundai EON Magna Plus,2013,47000,Petrol,Individual,Manual,Second Owner,21.0,814.0,55.2,5.0,74.5,4000.0,215000
Toyota Innova 2.5 GX 8 STR,2012,90000,Diesel,Individual,Manual,First Owner,12.0,2494.0,102.0,8.0,200.05565999999996,2400.0,610000
Mahindra Scorpio 1.99 S10,2017,95000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,1250000
Hyundai Verna 1.6 CRDI,2012,103655,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.3,5.0,259.9,2325.0,400000
Hyundai i20 Petrol CVT Asta,2018,25000,Petrol,Individual,Automatic,Second Owner,17.0,1197.0,81.86,5.0,114.73,4000.0,700000
Renault Duster 110PS Diesel RxZ,2014,80000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,650000
Tata Nano Twist XT,2014,50000,Petrol,Individual,Manual,Second Owner,25.0,624.0,37.5,4.0,51.0,4000.0,95000
Hyundai Santro Xing GL,2010,110000,Petrol,Individual,Manual,First Owner,,1086.0,62.0,5.0,96.1,3000.0,150000
Maruti Alto LX BSIII,2008,80000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,120000
Hyundai Santro AT CNG,2003,74770,CNG,Individual,Manual,Third Owner,,,,,,,130000
Ford Fiesta EXi 1.4 TDCi Ltd,2010,187000,Diesel,Dealer,Manual,Second Owner,17.0,1399.0,68.0,5.0,159.848395,2000.0,180000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,206000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,98.59,5.0,205.0,2500.0,550000
Ford EcoSport 1.5 TDCi Signature BSIV,2018,27000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,98.59,5.0,205.0,2500.0,950000
Ford Aspire Titanium Diesel BSIV,2017,75000,Diesel,Dealer,Manual,First Owner,26.0,1498.0,99.23,5.0,215.0,2375.0,725000
Ford Figo Aspire Titanium,2015,18000,Petrol,Dealer,Manual,Second Owner,18.0,1194.0,94.93,5.0,119.0,4250.0,500000
Mahindra Verito 1.5 D2 BSIII,2011,218000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,160.0,2000.0,180000
Hyundai i20 2015-2017 Magna 1.4 CRDi,2016,10000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.73,5.0,219.7,2125.0,650000
Maruti Swift VDi BSIII W/ ABS,2010,80000,Diesel,Individual,Manual,First Owner,17.0,1248.0,75.0,5.0,190.0,2000.0,285000
Mahindra Verito 1.5 D2 BSIII,2011,215000,Diesel,Individual,Manual,First Owner,21.0,1461.0,64.1,5.0,160.0,2000.0,210000
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,137000,Diesel,Individual,Manual,First Owner,17.0,1399.0,67.0,5.0,160.0,2000.0,200000
Volkswagen Vento Diesel Highline,2011,65000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,295000
Maruti Celerio VXI AT,2017,10000,Petrol,Individual,Automatic,First Owner,23.0,998.0,67.04,5.0,90.0,3500.0,450000
Datsun GO Plus A,2016,20000,Petrol,Individual,Manual,First Owner,20.6,1198.0,67.0,7.0,104.0,4000.0,385000
Maruti Swift Dzire LDI,2019,70000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,558000
Hyundai i20 Sportz 1.4 CRDi,2012,80000,Diesel,Individual,Manual,Second Owner,21.0,1396.0,88.76,5.0,219.6,2250.0,300000
Mahindra XUV500 W8 4WD,2012,100000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,900000
BMW 5 Series 520d Sedan,2008,70000,Diesel,Individual,Automatic,Third Owner,,,,,,,890000
Skoda Rapid 1.5 TDI Ambition,2014,65000,Diesel,Individual,Manual,Second Owner,21.1,1498.0,103.52,5.0,250.0,2000.0,640000
Mahindra Scorpio S10 7 Seater,2015,70000,Diesel,Individual,Manual,Third Owner,15.0,2179.0,120.0,7.0,280.0,2300.0,900000
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,60000,Diesel,Individual,Manual,First Owner,18.0,1248.0,73.8,7.0,172.5,1750.0,450000
Tata Aria Pleasure 4x2,2013,80000,Diesel,Individual,Manual,Second Owner,13.0,2179.0,138.1,7.0,320.0,2200.0,500000
Renault Duster 110PS Diesel RxL,2014,133000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,450000
Honda WR-V i-VTEC VX,2017,25000,Petrol,Individual,Manual,Second Owner,17.0,1199.0,88.7,5.0,110.0,4800.0,675000
Tata Zest Revotron 1.2 XT,2017,15000,Petrol,Individual,Manual,First Owner,17.5,1193.0,88.7,5.0,140.0,2750.0,415000
Hyundai Creta 1.4 CRDi S,2017,40000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,1100000
Mahindra Bolero 2011-2019 ZLX,2014,70000,Diesel,Individual,Manual,Second Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,509999
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,152000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,2609.0,120.0,9.0,290.0,2300.0,200000
Hyundai Verna 1.6 CRDI,2013,80000,Diesel,Individual,Manual,Second Owner,22.3,1582.0,126.3,5.0,259.9,2325.0,500000
Tata Indica V2 DLE BSII,2009,100000,Diesel,Individual,Manual,Second Owner,17.0,1396.0,53.5,5.0,83.35652499999999,2500.0,45000
Renault KWID RXT,2017,50000,Petrol,Individual,Manual,First Owner,25.1,799.0,53.3,5.0,72.0,4386.0,270000
Hyundai i20 Active 1.2 S,2017,40000,Petrol,Individual,Manual,First Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,550000
Renault KWID 1.0 RXT Optional,2016,60000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,235000
Hyundai i20 1.2 Spotz,2018,40000,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,600000
Honda Jazz 1.5 VX i DTEC,2015,60000,Diesel,Individual,Manual,First Owner,27.0,1498.0,98.6,5.0,200.0,1750.0,525000
Maruti Swift VDI,2012,90000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,325000
Maruti Swift Dzire ZDI,2014,90000,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,420000
Maruti Swift Dzire ZDI,2013,80000,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,375000
Mahindra Scorpio VLX 2WD BSIV,2012,120000,Diesel,Individual,Manual,First Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,750000
Tata Tiago 1.2 Revotron XZ,2018,40000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,400000
Mahindra XUV500 W6 2WD,2013,91000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,600000
Hyundai Santro Xing XK eRLX Euro II,2008,80000,Petrol,Individual,Manual,Third Owner,17.0,1086.0,63.0,5.0,96.10517,3000.0,110000
Mahindra Bolero Pik-Up CBC 1.7T,2019,80000,Diesel,Individual,Manual,First Owner,,2523.0,70.0,2.0,200.0,1800.0,722000
Tata Tiago 2019-2020 XZ,2020,15000,Petrol,Individual,Manual,First Owner,23.8,1199.0,83.83,5.0,114.0,3500.0,500000
Hyundai Verna CRDi SX ABS,2007,110000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,110.0,5.0,235.3596,2325.0,250000
Skoda Rapid 1.5 TDI Ambition BSIV,2018,40000,Diesel,Individual,Manual,First Owner,21.1,1498.0,108.6,5.0,250.0,2000.0,950000
Maruti Swift Dzire ZDI,2018,30000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,780000
Hyundai Santro Asta BSIV,2018,30000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,5.0,99.0,4500.0,575000
Hyundai i20 1.2 Spotz,2017,30000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,563000
Tata Tiago 1.2 Revotron XZ,2017,15000,Petrol,Individual,Manual,First Owner,23.8,1199.0,84.0,5.0,114.0,3500.0,450000
Toyota Innova Crysta 2.4 ZX AT,2020,1000,Diesel,Individual,Automatic,First Owner,13.6,2393.0,147.51,7.0,360.0,2000.0,2300000
Maruti 800 AC,1999,26320,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,80000
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,135000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,219.66895999999997,2250.0,320000
Honda Civic 1.8 V MT,2008,100000,Petrol,Individual,Manual,Third Owner,13.0,1799.0,130.0,5.0,172.0,4300.0,375000
Maruti Eeco 5 Seater AC BSIV,2017,120000,Petrol,Individual,Manual,First Owner,15.3,1196.0,73.0,5.0,101.0,3000.0,400000
Mahindra Xylo E8 ABS Airbag,2011,230000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112.0,7.0,260.0,2000.0,600000
Renault KWID 1.0 RXT Optional,2016,60000,Petrol,Individual,Manual,Second Owner,23.0,999.0,67.0,5.0,91.0,4250.0,315000
BMW 3 Series 320d Highline,2012,80000,Diesel,Individual,Automatic,Second Owner,16.0,1995.0,181.0,5.0,380.0,2375.0,1100000
Maruti Swift Dzire VDi,2010,190000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,350000
Maruti Eeco 5 Seater AC BSIV,2016,120000,Petrol,Individual,Manual,First Owner,15.3,1196.0,73.0,5.0,101.0,3000.0,375000
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,217000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,1050000
Ford Ikon 1.8 D,2005,90000,Diesel,Individual,Manual,Third Owner,,,,,,,130000
Maruti Celerio VXI,2015,29000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.04,5.0,90.0,3500.0,350000
Hyundai Santro Xing GL CNG,2011,120000,CNG,Individual,Manual,Fourth & Above Owner,,,,,,,170000
Maruti Wagon R LX Minor,2010,120000,Petrol,Individual,Manual,Third Owner,18.0,1061.0,67.0,5.0,84.0,3500.0,120000
Mahindra XUV500 W6 2WD,2015,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330.0,2200.0,819999
Maruti Celerio ZXI Optional AMT BSIV,2018,30000,Petrol,Individual,Automatic,Second Owner,23.0,998.0,67.04,5.0,90.0,3500.0,451999
Hyundai Grand i10 Magna,2016,56000,Petrol,Individual,Manual,Third Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,500000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,90000,Diesel,Individual,Manual,First Owner,12.9,2494.0,100.6,8.0,200.0,2400.0,1250000
Mahindra TUV 300 T8,2015,120000,Diesel,Individual,Manual,First Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,500000
Maruti Swift VDI BSIV,2015,60000,Diesel,Individual,Manual,First Owner,25.0,1248.0,74.0,5.0,190.0,2000.0,490000
Maruti Swift Dzire ZDi,2008,147000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,200000
Hyundai i20 1.2 Spotz,2018,19500,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,655000
Hyundai i20 Active 1.2 SX,2018,38426,Petrol,Individual,Manual,First Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,620000
Maruti Wagon R LXI BS IV,2014,35000,Petrol,Individual,Manual,Second Owner,20.5,998.0,67.04,5.0,90.0,3500.0,310000
